keyword,major_count,majors,major_groups,primary_cluster,primary_cluster_label,recommended_subject_groups,preferred_methods,preferred_outputs,preferred_report_modes,assessment_focus,topic_noun,recommended_evidence,route_confidence
사족보행,1,수의학과,기타,control_systems,제어·자동화·로봇,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,입력-판단-제어-피드백 구조와 조건별 반응 차이 분석,제어와 피드백,시스템 흐름도·조건별 반응,medium
사진조명기법,1,뷰티아트,생명·의료·생활,other,기타·직접검토,과학 | 사회 | 수학,실험실습형 | 자료해석형 | 조사탐구형,실험보고서 | 탐구보고서 | 자료분석지,실험분석형 | 자료해석형 | 연구보고서형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
사진측량,1,토목공학,기계·모빌리티·건설,other,기타·직접검토,과학 | 수학 | 정보,프로젝트형 | 자료해석형 | 보고서작성형,설계보고서 | 탐구보고서 | 발표자료,공학설계형 | 원리적용형 | 자료해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
사출 공정,1,금속공학,신소재·에너지·산업,design_manufacturing,설계·제작·공정,과학 | 수학 | 정보,비교분석형 | 자료해석형 | 프로젝트형,탐구보고서 | 자료분석지 | 설계보고서,원리적용형 | 자료해석형 | 공학설계형,설계 조건과 공정 선택이 결과물의 성능과 효율에 미치는 영향 평가,설계 조건과 공정,설계 기준표·공정 비교,medium
사회,2,지능형 데이터 최적학과 | 통계학과,기타,human_society_policy,사회·정책·사용자,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,"이해관계, 영향, 판단 기준과 제도적 해결 방안을 분석",사회적 영향과 정책 기준,사례·통계·정책 비교,high
사회문화,1,통계학과,기타,human_society_policy,사회·정책·사용자,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,"이해관계, 영향, 판단 기준과 제도적 해결 방안을 분석",사회적 영향과 정책 기준,사례·통계·정책 비교,medium
사회봉사,1,간호학과,기타,human_society_policy,사회·정책·사용자,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,"이해관계, 영향, 판단 기준과 제도적 해결 방안을 분석",사회적 영향과 정책 기준,사례·통계·정책 비교,medium
사회학,1,도시공학,기계·모빌리티·건설,human_society_policy,사회·정책·사용자,과학 | 수학 | 정보,프로젝트형 | 자료해석형 | 보고서작성형,설계보고서 | 탐구보고서 | 발표자료,공학설계형 | 원리적용형 | 자료해석형,"이해관계, 영향, 판단 기준과 제도적 해결 방안을 분석",사회적 영향과 정책 기준,사례·통계·정책 비교,medium
사회현상 분석 자료 활용,1,통계학과,기타,human_society_policy,사회·정책·사용자,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,"이해관계, 영향, 판단 기준과 제도적 해결 방안을 분석",사회적 영향과 정책 기준,사례·통계·정책 비교,medium
산-염기 반응,1,화학과,기타,core_principles,원리·구조,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 원리와 구조가 조건에 따라 어떻게 달라지는지 분석,원리와 구조,개념 비교표와 조건별 차이,medium
산란상태,1,수산학과,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산림 경관,1,산림원예,기타,space_architecture_landscape,공간·건축·도시·조경,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,공간 구조와 사용자·환경 조건이 기능과 경험에 미치는 영향 평가,공간 구조와 사용자 조건,공간 비교도·환경 지표,medium
산림 생태계,1,산림원예,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산림 치유,1,산림원예,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산림 토양,1,산림원예,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산림경영계획,1,산림원예,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산림지속성 지수,1,산림원예,기타,safety_environment,안전·환경·지속가능,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,위험·환경 지표를 기준으로 원인과 개선 효과를 검증,안전성과 지속가능성,위험도·환경성 지표,medium
산림해충,1,산림원예,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산림휴양,1,산림원예,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산불재난대응,1,안전공학,안전·환경,other,기타·직접검토,과학 | 사회 | 수학,자료해석형 | 조사탐구형 | 문제해결형,자료분석지 | 탐구보고서 | 정책제안서,자료해석형 | 사회문제분석형 | 정책제안형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산성의약품,1,약학과,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산성토양의 중성화,1,환경공학,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산소이용에 따른 생물의 분류,1,생명과학,생명·의료·생활,other,기타·직접검토,과학 | 사회 | 수학,실험실습형 | 자료해석형 | 조사탐구형,실험보고서 | 탐구보고서 | 자료분석지,실험분석형 | 자료해석형 | 연구보고서형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산술기하평균,1,수학과,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산업 현장에서의 기계안전,1,기계공학,기계·모빌리티·건설,safety_environment,안전·환경·지속가능,과학 | 수학 | 정보,프로젝트형 | 자료해석형 | 보고서작성형,설계보고서 | 탐구보고서 | 발표자료,공학설계형 | 원리적용형 | 자료해석형,위험·환경 지표를 기준으로 원인과 개선 효과를 검증,안전성과 지속가능성,위험도·환경성 지표,medium
산업공학안전,1,안전공학,안전·환경,safety_environment,안전·환경·지속가능,과학 | 사회 | 수학,자료해석형 | 조사탐구형 | 문제해결형,자료분석지 | 탐구보고서 | 정책제안서,자료해석형 | 사회문제분석형 | 정책제안형,위험·환경 지표를 기준으로 원인과 개선 효과를 검증,안전성과 지속가능성,위험도·환경성 지표,medium
산업바이오,1,생명공학,생명·의료·생활,bio_medical,생명·의료,과학 | 사회 | 수학,실험실습형 | 자료해석형 | 조사탐구형,실험보고서 | 탐구보고서 | 자료분석지,실험분석형 | 자료해석형 | 연구보고서형,"구조와 기능의 관계, 생명 기전, 건강·의료 적용을 분석",생명 기전과 적용,기전 흐름도·사례 자료,medium
산업안전보건법,1,안전공학,안전·환경,safety_environment,안전·환경·지속가능,과학 | 사회 | 수학,자료해석형 | 조사탐구형 | 문제해결형,자료분석지 | 탐구보고서 | 정책제안서,자료해석형 | 사회문제분석형 | 정책제안형,위험·환경 지표를 기준으로 원인과 개선 효과를 검증,안전성과 지속가능성,위험도·환경성 지표,medium
산업용 로봇,1,기계전자(메카트로닉스),기계·모빌리티·건설,control_systems,제어·자동화·로봇,과학 | 수학 | 정보,프로젝트형 | 자료해석형 | 보고서작성형,설계보고서 | 탐구보고서 | 발표자료,공학설계형 | 원리적용형 | 자료해석형,입력-판단-제어-피드백 구조와 조건별 반응 차이 분석,제어와 피드백,시스템 흐름도·조건별 반응,medium
산업한경,1,안전공학,안전·환경,human_society_policy,사회·정책·사용자,과학 | 사회 | 수학,자료해석형 | 조사탐구형 | 문제해결형,자료분석지 | 탐구보고서 | 정책제안서,자료해석형 | 사회문제분석형 | 정책제안형,"이해관계, 영향, 판단 기준과 제도적 해결 방안을 분석",사회적 영향과 정책 기준,사례·통계·정책 비교,medium
산점도,1,통계학과,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
산호,1,수산학과,기타,other,기타·직접검토,과학 | 수학 | 사회 | 정보 | 국어 | 영어,자료해석형 | 보고서작성형 | 조사탐구형,탐구보고서 | 자료분석지 | 발표자료,자료해석형 | 연구보고서형 | 개념해석형,핵심 개념을 비교 기준과 실제 자료로 구체화,핵심 개념과 적용,사례 비교표·근거 자료,base
